customer_id,age,tenure_months,monthly_spend,support_tickets,satisfaction_score,channel,issue_type,resolved,churn_risk,priority
C1423,48,9,116.33,3,1,store,billing,0,0.566,critical
C1424,53,39,129.93,4,5,store,product,1,0.405,high
C1425,31,31,89.93,0,3,web,billing,1,0.942,critical
C1426,60,13,100.62,2,4,web,billing,0,0.215,medium
C1427,52,44,107.9,5,3,app,product,1,0.442,high
C1428,64,23,94.96,3,4,call,account,1,0.109,high
C1429,31,14,76.1,5,2,web,billing,1,0.125,critical
C1430,58,47,78.36,0,5,call,billing,1,0.399,medium
C1431,42,13,61.39,0,2,store,account,1,0.7,critical
C1432,27,48,104.76,2,4,web,billing,1,0.339,medium
C1433,26,12,86.71,1,3,call,billing,1,0.69,medium
C1434,47,31,66.79,3,3,store,product,1,0.805,critical
C1435,34,58,66.82,1,1,web,account,1,0.878,critical
C1436,23,17,47.64,1,2,app,technical,0,0.045,critical
C1437,40,55,124.26,4,1,web,technical,1,0.774,critical
C1438,51,52,92.75,2,3,web,technical,1,0.147,medium
C1439,34,65,59.8,3,4,web,billing,1,0.698,high
C1440,67,12,118.3,1,3,call,product,1,0.372,medium
C1441,58,51,70.38,1,4,call,account,1,0.708,medium
C1442,44,67,40.77,3,2,app,technical,1,0.214,critical
C1443,66,55,125.74,3,2,web,billing,1,0.645,critical
C1444,40,14,71.2,4,3,call,billing,1,0.126,high
C1445,25,59,75.69,3,2,store,billing,0,0.17,critical
C1446,19,8,91.44,5,5,web,billing,1,0.614,high
C1447,66,42,129.99,1,5,web,billing,1,0.337,medium
C1448,67,36,90.7,2,3,app,product,1,0.704,medium
C1449,56,38,48.03,0,4,web,billing,1,0.685,medium
C1450,23,37,109.04,1,1,call,product,1,0.622,critical
C1451,33,3,73.03,2,1,store,technical,0,0.731,critical
C1452,20,37,156.08,2,2,web,account,1,0.794,critical
C1453,20,67,89.96,3,2,app,account,1,0.911,critical
C1454,30,32,20.0,5,2,app,technical,1,0.081,critical
C1455,47,20,102.51,5,3,store,billing,1,0.572,high
C1456,21,71,158.06,4,4,call,product,0,0.749,high
C1457,69,8,145.16,4,3,store,billing,1,0.217,high
C1458,41,35,154.08,3,3,call,billing,1,0.264,high
C1459,31,37,54.31,4,1,web,billing,1,0.267,critical
C1460,44,34,121.93,0,2,store,account,0,0.572,critical
C1461,59,66,64.73,1,5,web,billing,0,0.366,medium
C1462,34,30,97.85,0,5,store,technical,1,0.666,medium
C1463,20,70,45.45,2,1,store,technical,1,0.61,critical
C1464,20,5,67.44,5,1,web,product,1,0.657,critical
C1465,62,53,66.33,0,5,app,billing,1,0.252,medium
C1466,23,43,121.45,3,1,web,account,1,0.767,critical
C1467,51,18,118.03,0,3,web,product,1,0.664,medium
C1468,37,17,99.69,4,5,web,technical,1,0.131,high
C1469,58,52,42.74,0,4,call,technical,1,0.2,medium
C1470,21,46,79.09,2,3,web,account,1,0.301,medium
C1471,64,44,63.89,2,2,store,product,1,0.936,critical
C1472,54,4,120.44,0,4,call,technical,1,0.326,medium
C1473,41,43,131.24,3,4,web,technical,1,0.02,high
C1474,28,70,126.97,1,5,app,billing,0,0.142,medium
C1475,68,2,63.57,4,3,web,billing,0,0.032,high
C1476,33,34,20.0,3,5,call,billing,1,0.403,high
C1477,43,36,28.16,2,4,web,billing,1,0.797,medium
C1478,38,64,139.76,3,1,call,billing,1,0.45,critical
C1479,29,21,75.96,6,2,app,account,1,0.839,critical
C1480,39,34,63.72,1,4,web,product,1,0.048,medium
C1481,25,51,147.49,3,1,web,account,0,0.47,critical
C1482,18,5,134.28,1,4,web,product,1,0.787,medium
C1483,33,57,90.86,2,2,web,product,1,0.675,critical
C1484,23,59,79.73,2,2,app,billing,1,0.853,critical
C1485,39,52,85.38,1,3,store,product,1,0.274,medium
C1486,62,47,97.95,1,5,call,billing,1,0.501,medium
C1487,26,54,146.0,3,5,app,technical,1,0.677,high
C1488,18,56,104.79,1,3,app,account,0,0.168,medium
C1489,23,65,115.41,3,1,app,account,1,0.816,critical
C1490,44,31,130.92,2,5,web,billing,1,0.311,medium
C1491,32,33,49.06,1,5,web,product,1,0.093,medium
C1492,43,46,116.42,4,4,web,billing,1,0.766,high
C1493,19,14,79.69,1,4,web,billing,1,0.705,medium
C1494,35,61,20.0,3,3,web,billing,1,0.884,critical
C1495,39,55,20.0,2,1,web,billing,1,0.892,critical
C1496,40,45,54.37,2,1,web,product,0,0.279,critical
C1497,46,22,108.59,2,1,store,technical,1,0.641,critical
C1498,58,25,93.98,2,5,web,billing,0,0.999,critical
C1499,42,31,96.45,2,1,web,account,1,0.244,critical
C1500,61,48,158.28,6,3,web,technical,0,0.473,high
